folder,reference_image,reference_path,num_comparisons,avg_similarity,min_similarity,max_similarity,std_similarity
BrunoMars,198.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/198.jpg,49,0.6338245376032225,0.44071489572525024,0.8217827081680298,0.09896532879067382
BrunoMars,000054.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000054.jpg,49,0.6296268002111085,0.38982224464416504,0.9757470488548279,0.12355545193281754
BrunoMars,000024.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000024.jpg,49,0.6296133593637117,0.39321285486221313,0.8827425241470337,0.09170293171563305
BrunoMars,175.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/175.jpg,49,0.6282168365254694,0.3861352503299713,0.7949671745300293,0.09460876607520327
BrunoMars,000083.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000083.jpg,49,0.6263709700837428,0.42821431159973145,0.7615134716033936,0.09201608032069478
BrunoMars,193.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/193.jpg,49,0.6260123927982486,0.4483434855937958,0.8554559946060181,0.09161436763365671
BrunoMars,000096.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000096.jpg,49,0.6245110776959634,0.3601105213165283,0.9757470488548279,0.1215588857297446
BrunoMars,185.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/185.jpg,49,0.6212669446760294,0.3837348222732544,0.8217827081680298,0.11033803976789115
BrunoMars,000071.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000071.jpg,49,0.6159561398077984,0.3717193603515625,0.8333500623703003,0.09920107807807971
BrunoMars,000002.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000002.jpg,49,0.611900829539007,0.453593909740448,0.8827425241470337,0.1035439031137038
BrunoMars,179.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/179.jpg,49,0.6005395541385729,0.3292745053768158,0.7971787452697754,0.10362229082429347
BrunoMars,000063.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000063.jpg,49,0.5995760377572508,0.378378301858902,0.8070970773696899,0.11450631640027623
BrunoMars,197.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/197.jpg,49,0.5988546761931205,0.29696500301361084,0.802699625492096,0.10928422931951054
BrunoMars,000094.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000094.jpg,49,0.5982276937183069,0.24092215299606323,0.8082898259162903,0.10818476083544465
BrunoMars,190.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/190.jpg,49,0.5979131271644514,0.3840499222278595,0.8229842185974121,0.0977224707820227
BrunoMars,000038.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000038.jpg,49,0.5936212941091887,0.2638816237449646,0.9784780144691467,0.13955051879952093
BrunoMars,000008.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000008.jpg,49,0.5929151098338925,0.40578192472457886,0.8267247676849365,0.0929587369925204
BrunoMars,170.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/170.jpg,49,0.5918592561264427,0.30369362235069275,0.7475593090057373,0.0807507669453674
BrunoMars,000030.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000030.jpg,49,0.5896804947025922,0.3169971704483032,0.8747929334640503,0.12596562089547894
BrunoMars,000031.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000031.jpg,49,0.5884261243805593,0.24883709847927094,0.9784780144691467,0.13920688265598472
BrunoMars,000001.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000001.jpg,49,0.5871599693687595,0.35513362288475037,0.8199959993362427,0.11945037161012076
BrunoMars,174.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/174.jpg,49,0.5870528610385194,0.32077014446258545,0.8267247676849365,0.11397672822163896
BrunoMars,172.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/172.jpg,49,0.5807673450635404,0.36752793192863464,0.7697299122810364,0.10671871946963345
BrunoMars,000057.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000057.jpg,49,0.5800037627317467,0.3059738576412201,0.8005806803703308,0.11650164364675687
BrunoMars,000005.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000005.jpg,49,0.57987870488848,0.34627801179885864,0.8333500623703003,0.12738460500871399
BrunoMars,000034.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000034.jpg,49,0.5759685836276229,0.2575870454311371,0.8932206630706787,0.140659784773177
BrunoMars,168.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/168.jpg,49,0.5749987515867973,0.33292675018310547,0.812584638595581,0.10046193175425486
BrunoMars,000085.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000085.jpg,49,0.5741988110299013,0.2513495087623596,0.7743034958839417,0.09777136181736903
BrunoMars,000048.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000048.jpg,49,0.5740945722375598,0.2815791666507721,0.812584638595581,0.10264160832615789
BrunoMars,166.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/166.jpg,49,0.573098652216853,0.3844299614429474,0.8100348114967346,0.09170462060523751
BrunoMars,191.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/191.jpg,49,0.5672578647428629,0.33183568716049194,0.8320280313491821,0.12550079037595868
BrunoMars,000025.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000025.jpg,49,0.5636033592175465,0.3449016511440277,0.7852845191955566,0.09144758034528533
BrunoMars,000151.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000151.jpg,49,0.5599400747795494,0.2855968177318573,0.8229842185974121,0.10983760891354169
BrunoMars,000059.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000059.jpg,49,0.5514340911592756,0.401336133480072,0.688156008720398,0.071886530601283
BrunoMars,194.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/194.jpg,49,0.5481209201472146,0.3662670850753784,0.8554559946060181,0.104490062611249
BrunoMars,000051.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000051.jpg,49,0.5436719862782226,0.3579171299934387,0.7840215563774109,0.09601910668220826
