folder,reference_image,reference_path,num_comparisons,avg_similarity,min_similarity,max_similarity,std_similarity
BrunoMars,172.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/172.jpg,49,0.7402549434681328,0.5719426870346069,0.8674881458282471,0.07679505751768612
BrunoMars,193.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/193.jpg,49,0.7302306914816097,0.5784498453140259,0.8644367456436157,0.06487239619309383
BrunoMars,000048.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000048.jpg,49,0.7288893522048483,0.5806401371955872,0.8568190336227417,0.061219438794055496
BrunoMars,000002.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000002.jpg,49,0.7271956910892409,0.5750900506973267,0.8949678540229797,0.07434621768071342
BrunoMars,000083.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000083.jpg,49,0.7260868208748954,0.5878109931945801,0.8313666582107544,0.054935524890349266
BrunoMars,000001.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000001.jpg,49,0.7242264017766836,0.519960880279541,0.8717893362045288,0.07489198607996332
BrunoMars,000024.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000024.jpg,49,0.7194260626423116,0.5439171195030212,0.8949678540229797,0.07109969755705736
BrunoMars,000096.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000096.jpg,49,0.71561797541015,0.5244948267936707,0.9666977524757385,0.080528843814236
BrunoMars,185.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/185.jpg,49,0.7145818934148672,0.5649814605712891,0.8384221792221069,0.0698799042022334
BrunoMars,000071.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000071.jpg,49,0.7114667588350724,0.5572769641876221,0.8092913627624512,0.06036802832493015
BrunoMars,000008.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000008.jpg,49,0.7092042699152109,0.5623621940612793,0.8267868757247925,0.06035763435208602
BrunoMars,170.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/170.jpg,49,0.7060868727917574,0.5382106304168701,0.8060275912284851,0.06592825132384114
BrunoMars,000005.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000005.jpg,49,0.7038333476806173,0.5770242810249329,0.9113442897796631,0.07224559118290902
BrunoMars,175.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/175.jpg,49,0.7013250929968697,0.536432683467865,0.8313666582107544,0.06239283390985425
BrunoMars,000049.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000049.jpg,49,0.7000086222376142,0.563295841217041,0.9646527767181396,0.07315114468353491
BrunoMars,000085.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000085.jpg,49,0.6985027048052573,0.5403778553009033,0.8718228936195374,0.06888995187582155
BrunoMars,000054.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000054.jpg,49,0.6982951894098398,0.5002094507217407,0.9666977524757385,0.08355249859539338
BrunoMars,179.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/179.jpg,49,0.6955702596781205,0.5248276591300964,0.8267868757247925,0.06730835121306787
BrunoMars,194.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/194.jpg,49,0.6938553951224502,0.5561840534210205,0.8718228936195374,0.07409135521073962
BrunoMars,000044.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000044.jpg,49,0.6907567211559841,0.5055817365646362,0.8568190336227417,0.06206820607366332
BrunoMars,000057.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000057.jpg,49,0.6891746338532896,0.5698781609535217,0.7772605419158936,0.05323233995908532
BrunoMars,000034.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000034.jpg,49,0.6861502832295944,0.5266463756561279,0.9646527767181396,0.07526070147515891
BrunoMars,000151.jpg,/data2/jiyoon/PAI-Bench/data/crawled/imgs/BrunoMars/000151.jpg,49,0.6852177211216518,0.5040937662124634,0.7962863445281982,0.054439989734725566
