,celeb,reference_image_id,avg_similarity
0,Jennie,1,0.5730762724489796
1,Jennie,3,0.5228689740816327
2,Jennie,4,0.5048930659183674
3,Jennie,5,0.516764327755102
4,Jennie,6,0.4771776279591836
5,Jennie,7,0.5532232889795919
6,Jennie,10,0.5600888295918368
7,Jennie,11,0.5917185175510203
8,Jennie,12,0.5086758699999999
9,Jennie,13,0.5350363487755102
10,Jennie,14,0.520082712244898
11,Jennie,15,0.566718471632653
12,Jennie,23,0.49159398163265305
13,Jennie,24,0.5693935124489796
14,Jennie,25,0.5746724816326532
15,Jennie,26,0.5959320259183675
16,Jennie,28,0.5565647504081633
17,Jennie,30,0.4904061273469388
18,Jennie,33,0.5340654548979592
19,Jennie,35,0.5417336357142857
20,Jennie,36,0.4795880475510204
21,Jennie,37,0.5639140389795918
22,Jennie,38,0.5089794697959183
23,Jennie,39,0.5388957493877552
24,Jennie,42,0.5359782928571429
25,Jennie,45,0.5328059742857142
26,Jennie,54,0.4356758973469388
27,Jennie,60,0.5320888032653062
28,Jennie,62,0.4802661024489796
29,Jennie,63,0.5505488759183673
30,Jennie,68,0.4492101626530612
31,Jennie,69,0.5366719848979592
32,Jennie,71,0.5708558516326531
33,Jennie,73,0.49938436816326537
34,Jennie,74,0.5716389634693877
35,Jennie,77,0.5336620473469389
36,Jennie,82,0.5836322663265306
37,Jennie,83,0.5360172685714286
38,Jennie,94,0.5341812230612245
39,Jennie,96,0.5529970408163266
40,Jennie,98,0.5509533512244899
41,Jennie,99,0.5078045097959184
42,Jennie,100,0.48358472387755097
43,Jennie,104,0.5158191683673469
44,Jennie,105,0.5882712067346938
45,Jennie,106,0.5922419651020409
46,Jennie,107,0.5752895295918368
47,Jennie,111,0.5033608293877551
48,Jennie,112,0.5056289895918368
49,Jennie,114,0.5742575263265307
