,celeb,reference_image_id,avg_similarity
0,TomHolland,1,0.5126939689795919
1,TomHolland,3,0.5698513179591836
2,TomHolland,8,0.4788633338775511
3,TomHolland,9,0.5827826228571429
4,TomHolland,10,0.5670864514285714
5,TomHolland,13,0.5736517210204082
6,TomHolland,16,0.5747687187755102
7,TomHolland,21,0.6088285185714285
8,TomHolland,22,0.5338943493877552
9,TomHolland,24,0.5811090446938776
10,TomHolland,26,0.5897598934693878
11,TomHolland,27,0.540257376122449
12,TomHolland,29,0.5230365491836735
13,TomHolland,30,0.4921917644897959
14,TomHolland,34,0.524315643877551
15,TomHolland,35,0.5735201989795919
16,TomHolland,38,0.5700543116326531
17,TomHolland,40,0.5773887861224489
18,TomHolland,41,0.5349720997959183
19,TomHolland,42,0.6079521851020409
20,TomHolland,44,0.5789399432653062
21,TomHolland,46,0.5047320075510204
22,TomHolland,47,0.5409230391836735
23,TomHolland,49,0.5024134659183673
24,TomHolland,50,0.5630823046938777
25,TomHolland,55,0.5048860040816326
26,TomHolland,58,0.5265439987755103
27,TomHolland,60,0.5527512357142857
28,TomHolland,62,0.6002836134693877
29,TomHolland,63,0.519240504489796
30,TomHolland,65,0.5981199297959183
31,TomHolland,69,0.5673189446938777
32,TomHolland,73,0.5548909779591836
33,TomHolland,75,0.6223607704081633
34,TomHolland,76,0.5818209902040816
35,TomHolland,79,0.5521022597959184
36,TomHolland,83,0.5978526283673469
37,TomHolland,91,0.6007097034693878
38,TomHolland,92,0.5339777675510204
39,TomHolland,96,0.609523336122449
40,TomHolland,97,0.5339607789795918
41,TomHolland,100,0.5587087124489797
42,TomHolland,105,0.4630866004081632
43,TomHolland,106,0.563614062244898
44,TomHolland,107,0.5750031783673469
45,TomHolland,108,0.5598518693877551
46,TomHolland,110,0.5737406308163265
47,TomHolland,111,0.5502301314285715
48,TomHolland,113,0.5827822185714285
49,TomHolland,114,0.5417103134693877
