,celeb,reference_image_id,avg_similarity
0,Obama,1,0.5674289108163265
1,Obama,3,0.5330376959183674
2,Obama,5,0.5791921536734694
3,Obama,6,0.5555597816326531
4,Obama,11,0.5483342575510204
5,Obama,12,0.5066875487755103
6,Obama,13,0.5094430420408164
7,Obama,14,0.5429451324489796
8,Obama,16,0.5830630746938775
9,Obama,17,0.5504779063265307
10,Obama,24,0.5523489816326531
11,Obama,29,0.5553096077551021
12,Obama,30,0.5551359577551019
13,Obama,31,0.5246144185714285
14,Obama,33,0.5495582936734694
15,Obama,37,0.4710037406122448
16,Obama,41,0.5457627718367347
17,Obama,43,0.5243632126530612
18,Obama,44,0.5125271295918368
19,Obama,46,0.5221282381632653
20,Obama,49,0.53591612
21,Obama,52,0.5326342228571428
22,Obama,53,0.553149045510204
23,Obama,54,0.5277076583673469
24,Obama,59,0.537860756122449
25,Obama,60,0.5656068642857144
26,Obama,67,0.5813775771428571
27,Obama,69,0.5218005283673469
28,Obama,70,0.550572393877551
29,Obama,73,0.5969403395918367
30,Obama,74,0.5582993700000001
31,Obama,75,0.5247947232653062
32,Obama,79,0.5767209683673469
33,Obama,82,0.5460168573469387
34,Obama,83,0.568200716122449
35,Obama,84,0.5260167967346939
36,Obama,87,0.5568273504081632
37,Obama,88,0.5505237453061225
38,Obama,89,0.5700260379591837
39,Obama,93,0.5742616591836736
40,Obama,94,0.5604854887755102
41,Obama,95,0.5574597865306122
42,Obama,96,0.563097352244898
43,Obama,97,0.5501350855102041
44,Obama,98,0.5507887081632653
45,Obama,99,0.5958801230612245
46,Obama,100,0.5537151861224491
47,Obama,101,0.5620154193877551
48,Obama,102,0.5570063789795918
49,Obama,105,0.49190544387755103
