,celeb,reference_image_id,avg_similarity
0,BrunoMars,1,0.5340567693877551
1,BrunoMars,2,0.5668188646938775
2,BrunoMars,5,0.5457056932653062
3,BrunoMars,6,0.5036484559183674
4,BrunoMars,8,0.5619545567346939
5,BrunoMars,24,0.5472312234693878
6,BrunoMars,25,0.5402007083673469
7,BrunoMars,30,0.5611029163265305
8,BrunoMars,31,0.57921744
9,BrunoMars,33,0.5482903712244898
10,BrunoMars,34,0.4761980904081633
11,BrunoMars,38,0.5300569320408163
12,BrunoMars,44,0.5221453379591836
13,BrunoMars,48,0.5469146940816326
14,BrunoMars,49,0.5116327630612245
15,BrunoMars,51,0.550004904489796
16,BrunoMars,54,0.5738315108163266
17,BrunoMars,57,0.595314931632653
18,BrunoMars,59,0.48713326122448974
19,BrunoMars,63,0.534782607755102
20,BrunoMars,64,0.4634822412244897
21,BrunoMars,71,0.5524842353061225
22,BrunoMars,83,0.5446674751020408
23,BrunoMars,85,0.5605401002040817
24,BrunoMars,94,0.5090381981632653
25,BrunoMars,96,0.5181542442857142
26,BrunoMars,98,0.5059806202040816
27,BrunoMars,116,0.499823128367347
28,BrunoMars,151,0.5383655106122449
29,BrunoMars,159,0.5013042430612246
30,BrunoMars,161,0.50322168
31,BrunoMars,162,0.4597598206122449
32,BrunoMars,166,0.49694553571428574
33,BrunoMars,168,0.5619522910204081
34,BrunoMars,170,0.5325067359183674
35,BrunoMars,171,0.5396215634693877
36,BrunoMars,172,0.5537568865306122
37,BrunoMars,174,0.5471408253061224
38,BrunoMars,175,0.5334287336734693
39,BrunoMars,179,0.5581664714285713
40,BrunoMars,181,0.5385379512244899
41,BrunoMars,182,0.570031507755102
42,BrunoMars,185,0.5590068332653061
43,BrunoMars,189,0.5298621987755102
44,BrunoMars,190,0.5362039071428572
45,BrunoMars,191,0.5750669106122449
46,BrunoMars,193,0.5272664279591838
47,BrunoMars,194,0.5944363381632654
48,BrunoMars,197,0.5331415281632652
49,BrunoMars,198,0.5470197875510203
