,celeb,reference_image_id,avg_similarity
0,Dicaprio,1,0.5492783014285715
1,Dicaprio,2,0.5762558695918367
2,Dicaprio,3,0.5303376751020408
3,Dicaprio,5,0.5619675271428572
4,Dicaprio,6,0.557967752244898
5,Dicaprio,7,0.5174539575510204
6,Dicaprio,8,0.5404034475510204
7,Dicaprio,9,0.5384559679591837
8,Dicaprio,10,0.5307881440816327
9,Dicaprio,12,0.49019555571428575
10,Dicaprio,13,0.5393089548979593
11,Dicaprio,15,0.5208018557142857
12,Dicaprio,16,0.530855158367347
13,Dicaprio,18,0.5088957073469387
14,Dicaprio,19,0.4709083683673469
15,Dicaprio,20,0.44558129448979594
16,Dicaprio,21,0.5379444824489796
17,Dicaprio,22,0.5711116093877551
18,Dicaprio,24,0.533662271632653
19,Dicaprio,26,0.4584995961224489
20,Dicaprio,27,0.5197796165306122
21,Dicaprio,29,0.4490675944897959
22,Dicaprio,33,0.5127155120408163
23,Dicaprio,38,0.5355315840816326
24,Dicaprio,39,0.5054171281632653
25,Dicaprio,40,0.5313974797959183
26,Dicaprio,43,0.488263393877551
27,Dicaprio,45,0.5422803318367346
28,Dicaprio,49,0.5209149008163265
29,Dicaprio,50,0.525749794489796
30,Dicaprio,53,0.44903919857142854
31,Dicaprio,68,0.5231790357142858
32,Dicaprio,69,0.5524294291836735
33,Dicaprio,70,0.5207541144897959
34,Dicaprio,71,0.5041233571428572
35,Dicaprio,74,0.5450024808163265
36,Dicaprio,75,0.5379071661224489
37,Dicaprio,78,0.5241683771428572
38,Dicaprio,81,0.5635737912244898
39,Dicaprio,82,0.5396047004081632
40,Dicaprio,84,0.5808049130612245
41,Dicaprio,85,0.5517340857142857
42,Dicaprio,86,0.5528158381632653
43,Dicaprio,89,0.5421045065306123
44,Dicaprio,91,0.5717631655102041
45,Dicaprio,96,0.5412704520408164
46,Dicaprio,97,0.5334281989795918
47,Dicaprio,100,0.5344939651020408
48,Dicaprio,101,0.5136216528571428
49,Dicaprio,106,0.46752590938775507
